SKU,UPC,Margin Profit,"IMPORT
Price",DSP,Cost,RSP,"Set
Margin","Fresco
Earning","Fresco
Margin","Purchase
Price","Suggested
Retail Price","Retail
Margin"
DUX-PC-FLIP-iP16E-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-iP16E-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-iP16E-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i16ProMax-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i16ProMax-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i16Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i16Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i16-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i16-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i16-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i15ProMax-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i15ProMax-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i15Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i15Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i15-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i13-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i13-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i12-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i12-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i11-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i11-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-iSE-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-iSE-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i14Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i14Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i16Pro-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i15ProMax-RG,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-i15Pro-RG,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25Ultra-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25Ultra-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25Ultra-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25Plus-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25Plus-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25Plus-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25Edge-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25Edge-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S25-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S24FE-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S24FE-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A36(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A36(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A16-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A16-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S24Ultra-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S24Ultra-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S24Plus-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S24Plus-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S24-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S24-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S23Ultra-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S23FE-RG,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S23FE-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S23FE-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S23-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S23-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S22Ultra-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S21FE-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S20-RG,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S20-GLD,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S20-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-NOTE20U-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-A71-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A55(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A55(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-SA54/5G-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-SA54/5G-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-SA53/5G-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-SA53/5G-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-A52-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-A52-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A35(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A35(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A25(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A25(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A15(4G/5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A15(4G/5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-S/A05-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Magic6Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Magic7Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Magic7Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-HonorX9c-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-HonorX9c-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-HonorX8a-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-HonorX9b-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-HonorX6A-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-HonorX6A-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM14-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13(4G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13(4G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13PRO(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13PRO(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN14(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN14(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN14PRO(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN14PRO(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN14PROPLUS(5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN14PROPLUS(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM12-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM12-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM12-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM13T/PRO-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM12Pro-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM12Lite-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM13Lite-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM13Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM13Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM14-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM14Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM14Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM14Ultra-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM14Ultra-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RedmiA1/A2-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Redmi10C-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Redmi10C-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMNote10-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMNote11PP-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMNote11PP-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RM13C-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RM13C-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13PRO(4G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13PRO(4G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RMN13PRO+(5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoC40-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoC40-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM3-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM3-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM3-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM4-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM4-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM4Pro/4G-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM4Pro/4G-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM4Pro/4G-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM4Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoM4Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoF4-PNK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoF6Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoX4Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoX4Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-PocoX4Pro-RG,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-XM13T/PRO-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Xperia1IV-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Xperia10V-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-1+Nord3/Ace2V-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-1+Nord3/Ace2V-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-X80Pro/5G-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-X80Pro/5G-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Realme10/5G-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Realme10/5G-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Realme10Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Realme10Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RealmeC11-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RealmeC11-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RealmeC33-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RealmeC33-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RealmeGT2Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Realme10ProPlus-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RENO13PRO-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RENO13PRO-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RENO13F(4G/5G)-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RENO13F(4G/5G)-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RENO13-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-RENO13-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno12F-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno12F-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno11Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno11Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno11-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno11-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno12Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno12Pro-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno12-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno12-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno10Pro+-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno10Pro+-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-Reno10/Pro-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-A74/4G-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-A74/4G-BLU,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-FLIP-A73/5G-BLK,,54%,16.5,18.3,11.5,25.0,50%,6,33%,17,30,42%
DUX-PC-XPS-iP16E-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-iP16E-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-iP16E-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16ProMax-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16ProMax-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16Pro-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16Pro-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16Plus-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16Plus-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15ProMax-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15ProMax-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15Pro-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15Pro-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i14ProMax-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i14ProMax-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i14Pro-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i14Pro-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i14-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i13-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i13ProMax-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i13ProMax-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16ProMax-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16Pro-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16Plus-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i16-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15ProMax-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15Pro-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15Plus-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i15Plus-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i14Pro-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i14Plus-BEI,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i13Pro-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i13Pro-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-i13Pro-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Edge-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Edge-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Edge-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Plus-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Plus-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Plus-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Ultra-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Ultra-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S25Ultra-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24Ultra-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24Ultra-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24Ultra-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24Plus-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24Plus-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24Plus-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24-BLU,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S24-PRP,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
DUX-PC-XPS-S23Ultra-BLK,,56%,30.0,34.5,20.4,46.0,50%,10,33%,31,55,45%
