_DATE,"ITEC
_CODE",SKU,UPC,Status,"Import
Price",Tax,"Import
Fee",Rate,DSP,Cost,"
RSP","Profit 
Margin","Ds
Margin","DS
Profit","Fresco
Margin","Fresco
Profit","Net
Earn Ds
(15%)"
8/27/2024,IT-CN-S,DUX-AAC-PECA-AP3-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-AP3-BLU,,CLEARANCE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-AP3-WHT,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-AP3-PRP,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-APP-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-APP-BLU,,CLEARANCE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-APP-WHT,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-APP-PRP,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-APP2-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-APP2-BLU,,CLEARANCE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-APP2-WHT,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECA-APP2-PRP,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECB-AP1/2-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECB-AP3-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECB-APP-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECB-APP2-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP1/2-BLK/BLK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP1/2-BLU/BLK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP1/2-BLU/WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP1/2-WHT/GRY,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP1/2-WHT/PNK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP1/2-WHT/WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP3-BLK/BLK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP3-BLU/BLK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP3-BLU/WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP3-WHT/GRY,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP3-WHT/PNK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-AP3-WHT/WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP-BLK/BLK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP-BLU/BLK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP-BLU/WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP-WHT/GRY,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP-WHT/PNK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP-WHT/WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP2-BLK/BLK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP2-BLU/BLK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP2-BLU/WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP2-WHT/GRY,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP2-WHT/PNK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECC-APP2-WHT/WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP1/2-BLK,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP1/2-BLU,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP1/2-PNK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP1/2-WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP1/2-PRP,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP3-BLK,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP3-BLU,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP3-PNK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP3-WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-AP3-PRP,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP-BLK,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP-BLU,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP-PNK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP-WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP-PRP,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP2-BLK,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP2-BLU,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP2-PNK,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP2-WHT,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECD-APP2-PRP,,CLEARANCE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-PECF-APP-BLK,,ACTIVE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECF-APP-WHT,,ACTIVE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECF-APP2-BLK,,ACTIVE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECF-APP2-WHT,,ACTIVE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECI-AP1/2-BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECI-AP1/2-GRN,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECI-AP3-BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECI-AP3-GRN,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECI-APP-BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECI-APP-GRN,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECI-APP2-BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECI-APP2-GRN,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP1/2-CLR,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP1/2-GRY,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP1/2-PRP,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP1/2-BLU,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP1/2-PNK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP1/2-CLR/BLK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP3-CLR,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP3-GRY,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP3-PRP,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP3-BLU,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP3-PNK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-AP3-CLR/BLK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP-CLR,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP-GRY,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP-PRP,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP-BLU,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP-PNK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP-CLR/BLK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP2-CLR,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP2-GRY,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP2-PRP,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP2-BLU,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP2-PNK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECL-APP2-CLR/BLK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP1/2-BLK/BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP1/2-WWHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP1/2-BLU/BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP1/2-RED/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP1/2-PNK/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP1/2-PRP/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP3-BLK/BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP3-WWHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP3-BLU/BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP3-RED/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP3-PNK/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-AP3-PRP/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP-BLK/BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP-WWHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP-BLU/BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP-RED/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP-PNK/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP-PRP/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP2-BLK/BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP2-WWHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP2-BLU/BLK,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP2-RED/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP2-PNK/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECN-APP2-PRP/WHT,,CLEARANCE,16.5,0.00,1,1.52,23.3,11.5,35.0,67%,50%,11.7,50%,11.7,6.5
8/27/2024,IT-CN-S,DUX-AAC-PECO-AP1/2-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECO-AP1/2-BLK/YLW,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECO-AP3-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECO-AP3-BLK/YLW,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECO-APP-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECO-APP-BLK/YLW,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECO-APP2-BLK,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-PECO-APP2-BLK/YLW,,ACTIVE,10.5,0.00,1,1.52,16.3,7.6,25.0,70%,50%,8.7,50%,8.7,5.0
8/27/2024,IT-CN-S,DUX-AAC-SECA-SSBuds-BLK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECA-SSBuds-WHT,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECA-SSBuds-LPRP,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECC-SSBuds-BLK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECC-SSBuds-WHT,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECC-SSBuds-PNK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECD-SSBuds-BLK,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-SECD-SSBuds-WHT,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-SECD-SSBuds-PRP,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-SECE-SSBuds-BLK,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-SECE-SSBuds-WHT,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-SECE-SSBuds-PNK,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-SECE-SSBuds-LPRP,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-SECE-SSBuds-PRP,,ACTIVE,13.5,0.00,1,1.52,19.8,9.5,30.0,68%,50%,10.2,50%,10.2,5.7
8/27/2024,IT-CN-S,DUX-AAC-SECF-SSBuds-BLK,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECF-SSBuds-WHT,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECF-SSBuds-BLU,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-SECF-SSBuds-PRP,,ACTIVE,12.5,0.00,1,1.52,19.4,8.9,30.0,70%,50%,10.6,50%,10.6,6.1
8/27/2024,IT-CN-S,DUX-AAC-APP-BLK,,CLEARANCE,14,0.00,1,1.52,14.9,9.9,20.0,51%,50%,5.1,50%,5.1,2.1
8/27/2024,IT-CN-S,DUX-AAC-APP-BLU,,CLEARANCE,14,0.00,1,1.52,14.9,9.9,20.0,51%,50%,5.1,50%,5.1,2.1
8/27/2024,IT-CN-S,DUX-AAC-APP-RED,,CLEARANCE,14,0.00,1,1.52,14.9,9.9,20.0,51%,50%,5.1,50%,5.1,2.1
8/27/2024,IT-CN-S,DUX-AAC-PLEN-Airpods1/2-BLK,,CLEARANCE,9,0.00,1,1.52,14.3,6.6,22.0,70%,50%,7.7,50%,7.7,4.4
